"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_M14","2005","Single year","1.26349009657743","1.14043703552794","1.38654315762692","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2006","Single year","1.19074701254974","1.07272059834087","1.30877342675861","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2007","Single year","1.27101452855927","1.15045968373446","1.39156937338409","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2008","Single year","1.07461413992006","0.96437033102912","1.18485794881099","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2009","Single year","1.16154050931487","1.04684818852321","1.27623283010653","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2010","Single year","1.12448256232093","1.01201294850208","1.23695217613977","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2011","Single year","0.85342474069525","0.7553703996627","0.9514790817278","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2012","Single year","0.92165445931964","0.82051494164158","1.0227939769977","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2013","Single year","0.71615282701328","0.62808101264286","0.8042246413837","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2014","Single year","0.78349950051906","0.69301158767361","0.87398741336452","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2015","Single year","0.83959134990021","0.74760125701763","0.9315814427828","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2016","Single year","0.81581574650288","0.7269841086603","0.90464738434545","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2017","Single year","0.94255171467074","0.84900662937321","1.03609679996827","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2018","Single year","0.89122264987394","0.80173320408737","0.9807120956605","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M15","2000","Single year","462","419.872171012967","504.127828987032","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2001","Single year","455","413.192539380921","496.807460619078","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2002","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2003","Single year","461","418.917788599694","503.082211400305","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2004","Single year","435","394.121710077329","475.878289922671","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2005","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2006","Single year","393","354.145227879541","431.854772120459","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2007","Single year","421","380.784901299235","461.215098700764","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2008","Single year","366","328.503681135689","403.49631886431","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2009","Single year","384","345.592706589157","422.407293410842","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2010","Single year","375","337.04546064355","412.954539356449","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2011","Single year","284","250.970099832468","317.029900167532","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2012","Single year","308","273.602771670179","342.39722832982","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2013","Single year","253","221.824864368609","284.17513563139","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2014","Single year","292","258.508120750804","325.491879249195","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2015","Single year","317","282.103833360094","351.896166639905","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2016","Single year","327","291.557694285402","362.442305714597","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2017","Single year","378","339.893944913932","416.106055086067","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2018","Single year","378","339.893944913932","416.106055086067","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2019","Single year","350","313.332431397174","386.667568602826","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2020","Single year","318","283.048835427403","352.951164572596","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2000","Single year","12.0193456955583","10.9217656120911","13.1169257790255","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2001","Single year","11.7846677050218","10.7011592563186","12.8681761537251","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2002","Single year","10.2763479503091","9.27535019012778","11.2773457104904","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2003","Single year","11.4457382625319","10.4009183553813","12.4905581696825","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2004","Single year","10.6033233297813","9.60679634891877","11.5998503106438","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2005","Single year","9.73711463229824","8.78850364172175","10.6857256228747","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2006","Single year","9.32147241495337","8.3990209856486","10.2439238442581","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2007","Single year","9.92078332377328","8.97157667805489","10.8699899694916","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2008","Single year","8.54000238981907","7.66282194127106","9.41718283836708","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2009","Single year","8.88482075698022","7.99245143511606","9.77719007884437","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2010","Single year","8.46513424150277","7.60496702508363","9.3253014579219","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2011","Single year","6.3436866460563","5.60187148452211","7.08550180759048","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2012","Single year","6.86940142288497","6.0966736760841","7.64212916968584","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2013","Single year","5.49314344112889","4.81089173308928","6.1753951491685","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2014","Single year","6.27423529179313","5.54692608912323","7.00154449446302","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2015","Single year","6.62255861443656","5.88569980275627","7.35941742611684","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2016","Single year","6.80247398173889","6.05675630208037","7.54819166139742","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2017","Single year","7.51668033449","6.74991854516393","8.28344212381608","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2018","Single year","7.46420571755218","6.70105102257969","8.22736041252467","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2019","Single year","6.85186834347955","6.12337969616","7.58035699079911","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M16","2020","Single year","5.99628438687056","5.32718081852128","6.66538795521983","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2001","Single year","12.431693989071","11.2894136442874","13.5739743338546","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2002","Single year","10.7142857142857","9.67080649931359","11.7577649292578","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2003","Single year","11.8326488706365","10.7525099743248","12.9127877669482","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2004","Single year","10.8478802992518","9.82847157300072","11.867289025503","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2005","Single year","9.99506416584402","9.02163093963607","10.9684973920519","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2006","Single year","9.69412925505673","8.73569876367886","10.6525597464346","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2007","Single year","10.2308626974483","9.25358204858409","11.2081433463126","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2008","Single year","9.01922129127649","8.09521146219047","9.9432311203625","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2009","Single year","9.47212629501726","8.52473375898267","10.4195188310518","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2010","Single year","9.2569735867687","8.32005580458035","10.193891368957","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2011","Single year","7.09113607990012","6.26641947147236","7.91585268832789","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2012","Single year","7.67696909272183","6.81961046037337","8.53432772507029","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2013","Single year","6.21011291114384","5.44489112343174","6.97533469885593","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2014","Single year","6.98898994734322","6.18736526449987","7.79061463018658","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2015","Single year","7.31932579081043","6.51359578296224","8.12505579865863","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2016","Single year","7.2153574580759","6.43331187743607","7.99740303871574","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2017","Single year","8.04597701149425","7.2348647278402","8.8570892951483","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2018","Single year","7.81961108812577","7.03131867840159","8.60790349784996","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M17","2019","Single year","7.15307582260372","6.4036875413279","7.90246410387954","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2001","Single year","1.64989933800961","1.49829911471449","1.80149956130474","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2002","Single year","1.42185585541305","1.28337933244413","1.56033237838198","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2003","Single year","1.55276260381784","1.41101925425525","1.69450595338042","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2004","Single year","1.40809053212874","1.27576792750868","1.5404131367488","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2005","Single year","1.26349009657743","1.14043703552794","1.38654315762692","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2006","Single year","1.19683779010754","1.07850990308519","1.31516567712988","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2007","Single year","1.25315483963338","1.13344998081344","1.37285969845333","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2008","Single year","1.0775582882486","0.96716356373754","1.18795301275967","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2009","Single year","1.1320597857282","1.01883230565247","1.24528726580393","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2010","Single year","1.09812750226653","0.98698370625806","1.209271298275","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2011","Single year","0.83289562322148","0.73602780883774","0.92976343760521","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2012","Single year","0.88987327106724","0.79049283571171","0.98925370642277","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2013","Single year","0.71333332769433","0.62543505401345","0.80123160137521","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2014","Single year","0.79438143802627","0.70326730377909","0.88549557227346","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2015","Single year","0.8317201809949","0.74016230707133","0.92327805491847","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2016","Single year","0.82336959600753","0.7341276481855","0.91261154382956","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2017","Single year","0.9135501234501","0.821455437397","1.00564480950321","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2018","Single year","0.88420514869383","0.79506871984856","0.9733415775391","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M18","2019","Single year","0.79478800733021","0.71152245366311","0.87805356099731","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_I01","2000","Single year","7649","7477.58436909228","7820.41563090771","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2001","Single year","7755","7582.40071508119","7927.5992849188","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2002","Single year","7493","7323.34136938115","7662.65863061884","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2003","Single year","7689","7517.13674950031","7860.86325049968","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2004","Single year","7409","7240.29502555489","7577.7049744451","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2005","Single year","7592","7421.22425416146","7762.77574583854","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2006","Single year","7768","7595.25610830147","7940.74389169852","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2007","Single year","7792","7618.9894594805","7965.01054051949","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2008","Single year","7815","7641.73430609689","7988.2656939031","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2009","Single year","8239","8061.09615174567","8416.90384825432","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2010","Single year","8513","8332.16211972994","8693.83788027006","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2011","Single year","8650","8467.71281230156","8832.28718769843","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2012","Single year","8772","8588.43181981855","8955.56818018144","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2013","Single year","9116","8928.86705632239","9303.13294367761","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2014","Single year","9478","9287.18766627249","9668.81233372751","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2015","Single year","9863","9668.35080696672","10057.6491930332","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2016","Single year","10577","10375.4283999505","10778.5716000494","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2017","Single year","11040","10834.0638317816","11245.9361682183","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2018","Single year","11992","11777.3682824516","12206.6317175483","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2019","Single year","12950","12726.9598876255","13173.0401123744","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I01","2020","Single year","12998","12774.5469137573","13221.4530862426","Injuries","Number","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2000","Single year","201.451619877345","196.931088663351","205.972151091339","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2001","Single year","200.769704134086","196.29892404688","205.240484221293","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2002","Single year","190.052415100834","185.748616632904","194.356213568764","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2003","Single year","190.902996747523","186.635964682084","195.170028812962","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2004","Single year","180.512359188942","176.401623420104","184.62309495778","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2005","Single year","181.36809630663","177.286708883808","185.449483729451","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2006","Single year","181.660903095489","177.616803472638","185.705002718339","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2007","Single year","179.082826662372","175.098508450649","183.067144874096","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2008","Single year","176.630199189575","172.701756463509","180.558641915641","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2009","Single year","182.580287694429","178.620234847925","186.540340540932","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2010","Single year","184.615817299586","180.670977998374","188.560656600797","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2011","Single year","184.424636643678","180.509310139367","188.339963147989","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2012","Single year","184.149263113485","180.260427355537","188.038098871434","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2013","Single year","188.368049744491","184.458684024954","192.277415464028","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2014","Single year","191.255466496859","187.358321460129","195.15261153359","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2015","Single year","194.332215407803","190.445775954447","198.218654861158","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2016","Single year","203.016843720431","199.092047767884","206.941639672977","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2017","Single year","206.701498897463","202.787958865104","210.615038929823","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2018","Single year","220.154097310806","216.152185885005","224.156008736607","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2019","Single year","233.485054799001","229.396427564816","237.573682033187","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_I02","2020","Single year","226.833308291433","222.86495527751","230.801661305356","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2000","Single year","440","398.887448618391","481.112551381608","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2001","Single year","541","495.412400567747","586.587599432252","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2002","Single year","488","444.70298042014","531.297019579859","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2003","Single year","474","431.328563640193","516.671436359806","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2004","Single year","501","457.13006873532","544.86993126468","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2005","Single year","515","470.521338906645","559.478661093354","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2006","Single year","580","532.797816618268","627.202183381731","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2007","Single year","533","487.750717669448","578.249282330551","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2008","Single year","541","495.412400567747","586.587599432252","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2009","Single year","568","521.288667219246","614.711332780753","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2010","Single year","550","504.034770191135","595.965229808865","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2011","Single year","532","486.793185329982","577.206814670017","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2012","Single year","579","531.838525710259","626.161474289741","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2013","Single year","573","526.083522039077","619.916477960922","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2014","Single year","522","477.220076994234","566.779923005766","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2015","Single year","563","516.494717331782","609.505282668217","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2016","Single year","581","533.757142605222","628.242857394777","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2017","Single year","602","553.910934610268","650.089065389731","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2018","Single year","694","642.366944487453","745.633055512546","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2019","Single year","753","699.216931177342","806.783068822657","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A01","2020","Single year","745","691.503394300038","798.496605699961","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2000","Single year","11.3275921702958","10.2673895327952","12.3877948077965","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2001","Single year","13.9105212832893","12.7375131755715","15.083529391007","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2002","Single year","12.3634166418832","11.2663051453968","13.4605281383696","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2003","Single year","11.7685031159222","10.7090538927972","12.8279523390472","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2004","Single year","12.264582666539","11.1905428849466","13.3386224481313","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2005","Single year","12.47710870376","11.3991917383359","13.555025669184","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2006","Single year","13.9274926724535","12.79317662201","15.061808722897","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2007","Single year","12.704687951063","11.6248728803025","13.7845030218236","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2008","Single year","12.8696908495264","11.7830113449677","13.9563703540852","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2009","Single year","13.4146384709673","12.3083308680349","14.5209460738997","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2010","Single year","12.8863245484956","11.8058864277797","13.9667626692114","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2011","Single year","12.3958918979598","11.3384643200562","13.4533194758634","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2012","Single year","13.4876704118247","12.382940177155","14.5924006464943","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2013","Single year","13.2161279918728","12.1271043754752","14.3051516082704","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2014","Single year","11.812172161481","10.7910505948316","12.8332937281304","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
